geneID	geneSymbol	Thymus_0	Thymus_1	TALL_01	TALL_03	TALL_04	TALL_06	TALL_08	TALL_09	TALL_12	TALL_14	TALL_15	TALL_16
XLOC_005221	OR4N5	0	0	0	0	0	0	0	0	0	0	0	0.211909
XLOC_005222	OR11G2	0	0.0411184	0	0	0	0	0	0	0	0	0	0
XLOC_005223	OR11H6	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_005224	OR11H4	0	0	0	0	0	0	0	0.252254	0	0	0	0
XLOC_005225	PARP2	4.3593	5.95559	13.5683	11.5904	11.9716	13.5208	16.6849	17.2589	8.80869	11.683	10.0733	13.5966
XLOC_005226	APEX1	96.1667	77.3672	90.0719	104.705	114.736	72.1315	91.8729	83.7221	48.3711	65.6345	49.2692	89.2865
XLOC_005227	PNP	11.9301	22.1463	84.0331	31.3292	21.3279	56.9241	54.9747	34.4092	28.0885	25.601	20.0279	76.126
XLOC_005228	RNASE10	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_005229	"ANG,RNASE4"	1.35742	0.319997	3.83962	0.524831	0.15006	1.04912	2.68739	3.94034	0.744338	1.46299	0.34386	0.782269
XLOC_005230	EDDM3A	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_005231	EDDM3B	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_005232	RNASE6	13.6922	14.5018	35.286	4.2629	3.70656	1.98552	3.73549	3.97963	4.18728	5.68037	0	13.1732
XLOC_005233	RNASE3	5.77876	2.60976	5.72168	0	0.58148	0.553447	0	1.12789	4.53444	0.369705	27.7248	0.589295
XLOC_005234	RNASE2	11.7114	7.50424	57.7549	9.38284	5.61468	0.889477	0	12.7018	27.4726	5.52958	41.8607	12.1684
XLOC_005235	METTL17	12.2264	33.6058	15.6453	22.9178	40.0121	23.8748	28.9037	29.5156	30.0261	26.3704	32.1865	22.5222
XLOC_005236	SLC39A2	0.586506	0.459732	0.0511903	0.318444	0.0628698	0.390958	0	0.0808706	0.0315223	0.158294	0	0
XLOC_005237	TPPP2	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_005238	RNASE7	0.907095	0.0269234	0	0	0	0	0	0.0757767	0	0	0	0
XLOC_005239	RNASE8	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_005240	ARHGEF40	2.14186	0.217222	2.29071	0.676274	0.592625	0.379659	0.496379	0.200848	2.08229	3.08053	0.719372	0.767069
XLOC_005241	TMEM253	0.0619581	0.210826	0.140871	0.218595	0.115408	0.0715941	0.635951	0	0.0868552	0.362666	0.280808	0
XLOC_005242	RPGRIP1	0.0954401	0.00947545	0.0835318	0.0258024	0.0205919	0.0252863	0	0.0264164	0.0103921	0.0257597	0	0
XLOC_005243	TOX4	24.6024	27.3097	19.4302	21.5045	22.991	35.8348	22.4748	20.1248	19.1059	18.0807	30.2981	19.609
XLOC_005244	OR4E2	0.440628	0.231066	0	0	0.102087	0	0	0	0	0	0	0
XLOC_005245	ABHD4	5.49473	1.07029	1.51517	2.42759	1.09934	0.943997	0.31585	0.641562	1.19132	2.58806	0.0809614	2.88312
XLOC_005246	OXA1L	59.0386	79.6737	56.9109	69.7821	119.357	89.3386	48.5856	44.8687	62.7465	60.4388	57.0621	57.2583
XLOC_005247	MRPL52	17.0905	17.616	10.3434	10.3765	5.35488	5.8596	4.70015	9.56317	15.0248	6.34923	3.24133	27.2917
XLOC_005248	MMP14	6.94256	0.825453	0.755781	0.427167	0.522488	0.474488	0.539288	0.145732	3.11732	1.44972	0.717303	0.745285
XLOC_005249	LRP10	39.6802	30.1634	14.2514	22.7526	16.2958	11.6483	10.2723	7.39192	35.6879	12.7447	3.62108	17.0138
XLOC_005250	REM2	0.280991	0.423287	0.526271	1.04843	2.08048	1.14306	1.16673	0.178221	5.81004	1.62482	0.224877	1.72623
XLOC_005251	PSMB11	18.0832	1.11971	0	0	0	0	0	0	0.11384	0	0	0
XLOC_005252	C14orf119	12.8131	9.60305	5.19279	2.32378	1.43079	1.58779	3.46054	5.18517	1.73947	2.59961	0.613457	7.7333
XLOC_005253	HOMEZ	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_005254	"BCL2L2,BCL2L2-PABPN1,PABPN1"	34.5673	43.3147	57.7866	70.9065	59.9197	92.7174	106.685	81.536	72.6709	80.7104	96.8442	89.2941
XLOC_005255	IL25	0	0	0	0	0	0	0.123613	0	0	0	0	0
XLOC_005256	CMTM5	0	0	0.547207	0.456134	0.538103	0	0	0	0.114377	0	0.204354	0.29917
XLOC_005257	NGDN	13.8153	17.7671	13.9222	24.2971	37.4211	48.4068	40.4197	21.9798	43.6015	31.9222	48.7962	44.588
XLOC_005258	THTPA	12.6268	13.0094	10.3451	15.6351	10.381	19.2153	14.1656	10.3548	7.60099	10.9045	13.6429	11.7341
XLOC_005259	DHRS2	0.2413	0	0	0	0	0.064188	0	0	0	0	0	0.477505
XLOC_005260	DHRS4	3.18521	6.36797	8.02035	5.59203	7.37594	4.69899	4.05685	6.59247	6.2748	3.49685	1.85976	7.71275
XLOC_005261	DHRS4L2	7.69349	7.16834	7.99197	4.76367	6.22509	4.40339	5.14451	5.21108	6.9633	3.60186	1.69602	3.42136
XLOC_005262	DHRS4L1	0.488389	1.64066	2.17017	1.33208	3.22341	1.92367	2.34116	2.71091	2.36244	2.0271	0.905308	1.298
XLOC_005263	LRRC16B	0.156312	0.121162	0.583392	0.395422	0.561376	0.172202	0.222281	0.0675023	0.885758	1.40396	1.10756	0
XLOC_005264	CPNE6	0.0542071	0	0	0	0	0	0	0	0	0	0	0
XLOC_005265	PCK2	3.37752	2.36521	5.19441	1.53031	1.62756	5.35657	1.56103	1.97376	2.36865	3.32612	1.98188	6.36405
XLOC_005266	DCAF11	19.2819	26.7886	21.1833	19.7623	20.7485	31.0925	18.0182	14.6463	25.4185	16.36	15.4862	32.6186
XLOC_005267	FITM1	0.577313	2.01349	1.62008	1.5636	1.60639	1.30134	1.92405	0.487177	2.78179	2.50646	1.84327	1.01033
XLOC_005268	PSME1	156.244	134.2	141.953	168.738	217.483	178.157	134.689	168.383	174.348	105.927	94.8801	176.728
XLOC_005269	RNF31	23.4469	23.9635	17.2809	18.3169	19.9404	23.5699	15.5604	13.4997	19.1804	11.4988	24.6634	9.72696
XLOC_005270	IRF9	38.714	34.91	20.9545	22.9468	23.7382	109.852	26.2201	10.5931	30.0662	13.2809	79.5622	18.2292
XLOC_005271	REC8	23.0188	32.3259	4.9227	35.6811	21.8902	27.8642	2.90603	51.6225	42.5098	4.34089	22.3593	13.0722
XLOC_005272	TSSK4	0	0.0635878	0.0553668	0.176752	0.13594	0.607787	0.109713	0.269482	0.340529	0	0	0
XLOC_005273	GMPR2	19.1813	20.9949	14.1811	11.5933	16.5601	12.9452	13.0046	13.672	9.50353	11.7398	11.3852	18.0476
XLOC_005274	NOP9	12.2147	16.8799	12.351	13.1535	13.8843	14.0836	15.1724	18.5801	14.4175	10.6922	11.9957	13.0467
XLOC_005275	"LTB4R,LTB4R2"	4.56077	7.51171	15.5531	11.0325	15.7073	15.5377	14.865	19.3607	15.4836	14.3446	14.5197	7.12471
XLOC_005276	NFATC4	1.20269	2.10582	0.0716474	0.132713	0.0176654	0	0.111897	0	0.0891986	0.198829	0	0.235551
XLOC_005277	NYNRIN	2.62503	0.935911	0.351948	0.189368	0.0302923	0.333874	1.00863	0	0.290936	0.252286	0.563707	0.300575
XLOC_005278	KHNYN	13.7201	22.2041	14.3492	15.574	18.2943	21.8751	14.1662	9.78598	19.5767	16.588	16.7734	13.4852
XLOC_005279	FOXG1	2.73394	0.0706973	0	0	0	0	0	0	0	0	0	0
XLOC_005280	G2E3	9.72767	13.1416	4.45814	8.2273	12.4457	14.9767	13.1018	7.97062	8.56395	15.8076	17.0769	8.75628
XLOC_005281	SCFD1	25.9373	23.3784	23.2797	22.5243	45.3715	36.0592	38.1584	22.2582	27.4037	35.6233	45.4541	34.8875
XLOC_005282	COCH	0.40768	0.0791351	0.0529918	0.540693	3.98139	0	0.876532	0.110548	0.824828	0.0359525	0.697553	22.6735
XLOC_005283	AP4S1	4.42748	5.82026	5.89861	5.96074	4.73687	9.72404	7.52682	5.11091	5.09045	6.10626	5.73709	2.54888
XLOC_005284	NUBPL	1.87802	3.05681	2.26124	2.3672	4.05349	5.99317	2.2374	2.69798	2.35681	3.49635	4.24889	3.3451
XLOC_005285	ARHGAP5	24.6573	13.8757	32.1932	35.3721	49.2626	56.2443	66.5187	32.2764	13.0055	46.8975	56.2113	25.6563
XLOC_005286	AKAP6	0.92464	0.599111	0.800042	0.844555	1.42765	0.827141	0.409523	0.107071	0.130564	1.42254	2.34058	0.752382
XLOC_005287	NPAS3	0.175697	0.0126149	0	0	0.0136888	0	0.0434098	0.017556	0.0207525	0.0684785	0.0665066	0
XLOC_005288	SRP54	24.8123	30.609	17.0438	13.3285	25.1888	20.7461	22.1093	23.0515	14.4834	24.5395	21.1874	25.5627
XLOC_005289	FAM177A1	4.17304	4.46379	3.43764	4.2545	2.86369	3.82533	5.64843	3.98828	5.21167	4.38634	5.01033	6.94721
XLOC_005290	KIAA0391	29.9801	41.0039	41.6227	54.0198	58.4132	37.7381	56.2604	43.7485	34.2854	51.5547	63.1574	40.888
XLOC_005291	PSMA6	74.9481	112.388	84.4971	182.689	121.117	103.809	228.394	386.266	115.088	176.269	93.789	266.848
XLOC_005292	INSM2	0	0.025164	0.0889074	0.137432	0.164284	0	0	0.0351405	0.0138036	0.822777	0	0.266562
XLOC_005293	BRMS1L	1.91241	1.46672	3.27613	1.74316	3.42091	0.795011	3.62136	3.97748	3.33282	2.30471	2.19598	5.70237
XLOC_005294	PAX9	14.0158	0.25586	0	2.29485	1.61708	0	0	0	4.65146	0	0	0.0135843
XLOC_005295	MIPOL1	0.292913	0.0180407	0	0	0	0	0	0	0.092318	0	0.0633654	0.555818
XLOC_005296	SSTR1	0	0	0	0	0	0	0.179216	0	0	0	0	0
XLOC_005297	GEMIN2	5.21701	3.45504	2.07123	2.42822	2.94597	1.12154	4.68899	7.67704	3.00677	2.7724	2.19592	3.81659
XLOC_005298	PNN	20.4881	45.8454	67.0833	86.6932	100.736	115.228	222.234	111.82	83.3025	82.8815	182.875	125.014
XLOC_005299	MIA2	0	0	0	0.092878	0.0369336	0.0455466	0.116664	0	0.0557767	0.138903	0	0.302517
XLOC_005300	CTAGE5	6.32975	7.34308	4.94279	7.95024	6.14938	7.90998	4.19713	4.29776	5.72956	7.85435	6.26699	4.37565
XLOC_005301	LRFN5	0.0467116	0	0	0	0	0	0	0	0	0	0	0
XLOC_005302	C14orf28	0.741247	0.627531	0.207921	0.642891	0.967521	0.315137	0.269992	0.693953	0.74587	0.926496	0.138279	0.714389
XLOC_005303	FAM179B	13.8312	15.4191	12.2456	14.7667	19.2728	40.1376	25.3164	11.7082	18.6168	22.3111	42.3781	22.3763
XLOC_005304	PRPF39	11.3075	15.8427	19.9625	24.1257	27.9069	30.0808	32.5362	28.4851	28.6115	30.3943	55.9555	42.1081
XLOC_005305	FANCM	5.57927	7.03175	4.51335	6.36247	7.52005	4.53759	8.66698	6.55153	6.27619	6.24525	6.55413	8.53134
XLOC_005306	LRR1	25.93	20.0138	9.67796	10.0067	12.9703	4.93627	20.9469	13.7124	11.9725	9.38549	4.82665	32.4728
XLOC_005307	MGAT2	15.8191	11.8518	17.3725	12.1625	14.4675	16.114	20.4477	13.9287	7.5834	10.2896	12.066	19.3589
XLOC_005308	KLHDC1	2.75686	2.52534	2.98547	2.83225	0.895982	4.79317	4.88388	1.66576	1.07415	2.6704	8.03318	0.965356
XLOC_005309	KLHDC2	17.2592	24.2304	18.5964	21.1789	33.4676	48.6511	41.0304	16.5653	23.1537	24.3939	56.0857	32.1555
XLOC_005310	ARF6	49.1699	33.9376	48.0702	35.8807	32.6165	55.5061	78.0577	62.6179	55.8259	31.5114	38.3291	66.2578
XLOC_005311	ATP5S	4.56236	4.65243	3.53342	3.49131	5.17471	3.17726	1.54414	3.34846	4.27088	4.16592	7.35097	5.24552
XLOC_005312	ATL1	1.42417	0.53789	1.97991	0.437445	3.10341	0.233976	3.35304	0.975608	0.31907	4.72075	3.69364	1.47591
XLOC_005313	ABHD12B	0.321594	0.218693	0	0	0	0.125774	0.659819	0	0.030035	3.05856	4.07035	0
XLOC_005314	TMX1	25.3124	21.47	20.1093	20.4556	19.0951	12.571	15.6801	25.7882	14.3571	19.5083	11.9052	29.9312
XLOC_005315	FRMD6	5.10785	2.71245	3.56769	2.27452	9.21289	0.389373	2.81353	1.39098	4.56615	5.72835	0.405142	6.70407
XLOC_005316	GNG2	54.6489	40.1116	49.4895	56.0633	43.8862	69.8478	31.8011	77.421	82.7944	41.5972	44.2145	45.4143
XLOC_005317	C14orf166	63.4216	93.3433	75.325	81.7191	106.497	87.9468	106.343	84.0804	89.4223	56.2263	67.2404	107.726
XLOC_005318	PTGDR	1.24262	0.3484	1.84681	2.15009	0.674038	0.483764	6.30677	32.3433	0.155724	1.82873	1.63766	1.53969
XLOC_005319	PTGER2	1.72381	1.48752	11.216	4.53941	3.57891	2.32975	1.38708	5.50542	9.19952	5.96559	1.80525	5.98219
XLOC_005320	GPR137C	0.372836	0.894954	1.13688	1.59869	0.920228	1.23285	1.88717	1.79764	0.263856	1.46519	0.558732	0.45036
XLOC_005321	PSMC6	5.1917	6.8558	10.0162	8.39284	6.09996	13.0052	13.5911	10.1034	5.73816	10.4963	16.3129	10.4756
XLOC_005322	STYX	15.9434	11.0605	16.7854	10.4801	11.2575	18.3404	17.5462	17.4551	10.1002	9.87464	18.1313	11.1825
XLOC_005323	CDKN3	21.6579	30.8495	15.8495	8.8168	13.3784	6.45655	17.0331	27.9574	13.7841	7.1743	1.60982	12.6558
XLOC_005324	CGRRF1	2.77673	2.5403	2.43614	4.21534	7.47667	3.21115	3.74038	3.76074	5.89112	10.4377	2.97894	6.86931
XLOC_005325	SAMD4A	0.964694	0.171897	0.48971	0.607088	0.6431	2.14497	0.961661	0.88679	0.209821	1.80593	1.64951	0.162814
XLOC_005326	SOCS4	14.4831	11.2881	17.2747	22.853	25.6444	31.5432	43.5958	22.5308	20.6121	30.7484	37.213	10.5066
XLOC_005327	MAPK1IP1L	23.022	26.4603	35.8085	39.6277	34.0349	40.4055	35.5018	39.3556	29.8059	24.4155	44.2581	20.0828
XLOC_005328	LGALS3	15.7475	0.988881	24.7783	5.79491	7.87174	1.06874	0.891238	1.83366	13.2495	11.5007	1.72621	18.2522
XLOC_005329	FBXO34	14.1672	15.0204	9.5371	7.8719	11.4285	10.3841	11.373	8.30449	13.3356	19.4999	5.40888	8.61383
XLOC_005330	KTN1	30.9766	44.9967	48.0839	55.0328	52.6348	48.7573	99.7682	85.1628	48.5913	66.7326	81.2684	53.6858
XLOC_005331	PELI2	37.2615	44.2845	20.1954	23.8841	55.4909	23.4162	52.4521	20.7091	52.0964	62.0673	21.0541	21.0777
XLOC_005332	C14orf101	7.08139	9.73869	5.9006	7.73163	1.84223	1.77171	2.9773	5.96857	2.85694	5.01196	3.1362	5.65841
XLOC_005333	AP5M1	26.1821	23.9456	16.8693	21.6669	21.5006	22.6798	33.7978	19.67	18.9441	17.6562	26.8926	16.4581
XLOC_005334	NAA30	12.9406	8.50304	7.55636	10.1067	13.5946	9.74826	11.4655	17.3445	11.111	12.7562	9.77637	8.94406
XLOC_005335	ACTR10	14.0663	11.6844	9.70005	8.92679	5.35339	6.34356	6.83161	9.4292	7.82866	6.9669	7.00594	12.2828
XLOC_005336	PSMA3	45.7879	44.0894	23.7529	30.3484	51.3394	57.0239	50.0301	41.9113	35.7178	30.8648	43.8159	69.1691
XLOC_005337	ARID4A	12.6399	15.097	12.8924	15.6333	24.6935	36.3641	45.1843	12.4626	27.8621	25.2308	44.1272	16.2036
XLOC_005338	TOMM20L	0	0	0.149244	0	0.181441	0	0.281036	0	0.893493	0.231818	0	0
XLOC_005339	KIAA0586	16.6776	24.3582	13.0311	12.8368	6.5035	10.1284	13.2822	20.9308	6.95262	9.69387	13.1575	12.4399
XLOC_005340	DACT1	2.47611	1.01646	0.26439	0.264014	0.0868882	0.0533619	0.17192	1.02243	0.340208	0.131783	0.158278	0.91812
XLOC_005341	DAAM1	5.52785	4.92511	2.38646	3.29226	2.71268	1.91189	3.80453	7.20031	3.13158	15.6634	4.41234	6.88929
XLOC_005342	JKAMP	10.9099	12.5053	7.16204	8.3004	13.1557	7.74173	5.00842	8.28519	11.0655	11.7466	8.32779	11.8105
XLOC_005343	PCNXL4	22.8071	25.4126	20.2568	26.2099	30.6105	32.5895	13.5792	29.4849	23.1772	41.1371	45.3781	25.2957
XLOC_005344	PPM1A	31.3282	37.2053	40.0606	97.1602	77.7126	108.837	101.194	68.8312	48.2948	79.0268	154.312	82.783
XLOC_005345	SIX6	0	0	0	26.3707	12.9543	0	0	0.0771308	0.0601671	0	1.16771	16.6962
XLOC_005346	MNAT1	18.3659	18.6422	17.1923	12.5768	14.3994	15.7206	39.2078	34.058	15.083	49.8023	17.6057	31.4858
XLOC_005347	SLC38A6	4.70859	4.86918	2.31388	2.58893	4.01542	4.57477	3.33144	3.42429	2.95469	4.91555	2.68917	2.8098
XLOC_005348	PRKCH	52.0004	44.2265	15.8384	47.6833	47.1966	104.934	68.6734	56.1886	50.3933	60.7254	79.6361	73.2825
XLOC_005349	HIF1A	59.4796	43.2371	83.3239	75.9963	102.374	137.648	130.483	91.7764	110.321	102.684	133.737	109.337
XLOC_005350	SNAPC1	5.86043	3.10755	2.62073	3.06935	2.75732	4.47572	7.87478	2.01117	3.82037	6.31949	12.7155	5.4887
XLOC_005351	SYT16	0	0.0120567	0	0	0	0	0	0	0	0	0.0637253	0.201632
XLOC_005352	RHOJ	0.442306	0	0	0	0	0	0	0	0.0341329	0	0	0
XLOC_005353	SYNE2	24.0124	36.0134	64.7297	56.4069	68.2871	24.4367	62.0314	55.668	45.969	55.9556	28.3052	37.7098
XLOC_005354	MTHFD1	14.3637	15.0282	28.7161	16.5452	12.0799	7.40838	25.8	31.3652	17.7295	10.7814	11.5872	51.8335
XLOC_005355	AKAP5	1.90462	1.15013	1.73398	1.42989	0.934179	0.256047	4.46161	1.67059	0.93169	3.34848	1.13388	1.20469
XLOC_005356	ZBTB1	37.447	38.5952	44.6574	49.5206	30.9853	40.1425	51.1039	42.0553	38.8221	40.1153	57.7409	52.3193
XLOC_005357	HSPA2	2.10667	2.43587	0.973174	0.827646	2.00759	0.221308	0.0473722	0.192312	0.528501	0.713063	0.364042	2.25638
XLOC_005358	PPP1R36	0.340675	0.0578541	0.258158	0.0801771	0.0634089	0	0	0	0.03179	0.2393	0	0
XLOC_005359	PLEKHG3	1.35577	0.236856	2.7127	1.65699	0.532876	0.293163	0	2.47476	0.333953	0.275758	0.0892414	1.47945
XLOC_005360	"CHURC1,CHURC1-FNTB,FNTB"	33.2109	30.2655	22.353	29.6649	23.9534	17.9445	16.6259	18.1788	15.8506	18.0434	17.8424	18.1953
XLOC_005361	FUT8	11.5809	11.0667	11.9266	25.226	13.1556	27.0038	16.186	18.387	7.35912	11.8974	19.5728	13.6705
XLOC_005362	GPHN	2.96394	3.2745	7.03493	6.39523	9.14273	11.4618	11.9457	7.28743	1.28328	10.8699	11.9234	5.61458
XLOC_005363	FAM71D	0	0.0441285	0.0392114	0.0607726	0	0	0.0760295	0.123931	0.0484612	0.484292	0	0
XLOC_005364	MPP5	7.95404	3.0799	5.46672	4.71804	6.42754	14.1839	10.566	5.05527	6.19806	14.9076	23.2145	5.86225
XLOC_005365	EIF2S1	18.0638	15.2706	19.0695	13.9683	14.0302	7.73991	26.8678	22.3158	14.6941	11.7559	7.93914	24.7762
XLOC_005366	PLEKHH1	0.855351	0.427009	0.0592935	0.54888	0.304734	0.0896137	0.251171	0.0312576	0.0554362	2.10198	0	0.150113
XLOC_005367	ARG2	0.339036	0.553047	0.245353	0.325731	4.74319	2.23698	1.08866	0	0.412029	3.6788	1.99215	1.23543
XLOC_005368	RDH12	0.408567	0	0	0	0	0	0	0	0.0229815	0	0	0
XLOC_005369	RAD51B	12.1549	13.5874	11.9638	18.8665	9.79754	12.8328	17.2672	20.8513	9.37885	12.5758	15.6467	9.09159
XLOC_005370	EXD2	5.38554	6.96753	5.96148	4.95265	10.7107	8.16116	8.97228	3.19525	2.91802	13.4693	11.7876	7.22142
XLOC_005371	GALNTL1	0.441827	0.0259439	0	0.0327845	0	0.0964135	0	0.0335374	0	0.0234879	0.0456058	0.120531
XLOC_005372	SLC39A9	26.9908	28.2065	18.0383	22.3158	35.6477	36.8985	24.1657	25.5148	33.3015	29.0543	25.2321	31.2812
XLOC_005373	PLEKHD1	0	0.0435383	0	0	0.0475668	0.176467	0	0.0611263	0.191246	0.597139	0.462763	3.11375
XLOC_005374	KIAA0247	16.237	13.6966	19.0799	14.6304	16.5386	95.2851	30.0927	12.3782	24.1677	30.1555	72.7966	22.3781
XLOC_005375	SRSF5	84.4425	258.849	156.18	182.3	170.466	294.96	287.933	132.169	176.617	156.484	370.632	297.982
XLOC_005376	SMOC1	0.346169	0.030436	0	0.0276432	0	0	0	0	0.0222551	0.0275942	0	0.0904871
XLOC_005377	ADAM21	0.122626	0.0143407	0.126809	0	0	0.0384584	0	0.280654	0.0629439	0.0391244	0	0.543906
XLOC_005378	TTC9	1.94713	5.14065	5.5174	6.66626	1.53928	6.5124	5.85293	8.6857	5.74538	4.96465	3.51306	2.20302
XLOC_005379	PCNX	15.9574	18.1363	13.6612	18.317	21.903	33.8515	22.0267	38.5918	22.9296	36.054	35.6417	17.0215
XLOC_005380	SIPA1L1	11.1573	15.4901	10.4297	9.04603	9.74681	16.3743	8.75751	14.3179	14.9234	14.8016	11.8533	9.33839
XLOC_005381	RGS6	0.708656	0.0771674	0.458119	0.308183	0.478044	0.346569	0	30.406	0.0146295	0.144854	1.23096	0.081193
XLOC_005382	DCAF4	2.52975	3.00289	3.69247	6.38458	8.14448	3.95637	5.27256	4.99315	6.26952	2.28721	3.37532	10.034
XLOC_005383	RBM25	27.3327	56.9666	59.4391	73.5944	89.5431	133.636	82.4082	82.4582	81.8498	56.5943	172.641	85.047
XLOC_005384	PSEN1	16.2017	16.1888	14.6252	12.5711	18.2485	14.8554	9.72968	10.21	14.0293	19.0012	14.7108	12.3238
XLOC_005385	PAPLN	3.31271	0.157991	0.266887	0.03432	0.0137146	0.0840559	0.347739	0	0.180146	0.0171411	0.199772	1.01324
XLOC_005386	C14orf169	18.7799	13.5434	9.52756	10.8947	7.14008	6.57787	7.0913	8.90558	6.11306	4.60161	6.28019	6.84235
XLOC_005387	ACOT1	1.1911	0.399007	0.044399	0.688682	1.52789	0.0676036	0	0	1.0136	0.754217	0.132768	1.14341
XLOC_005388	ACOT2	4.46196	3.70988	4.26414	9.42415	8.25355	9.78882	4.74609	5.98983	4.26936	8.96058	3.89694	8.61492
XLOC_005389	ACOT4	0.516596	0.0977768	0.130519	0	0.534756	0.132463	0	0	0.134254	0.0671834	0	0.109331
XLOC_005390	ACOT6	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_005391	DNAL1	2.01793	1.9218	1.74691	1.60534	1.09025	3.08247	1.79722	2.03406	1.54551	1.91472	2.50283	1.7118
XLOC_005392	PTGR2	1.12097	1.96153	3.6876	2.06056	0.321391	0.910664	1.58262	2.10565	0.712387	1.27048	1.32774	3.12745
XLOC_005393	ZNF410	18.5451	23.5167	20.7206	23.722	32.4745	43.7635	51.0815	26.8691	34.695	31.3381	32.2902	33.9602
XLOC_005394	COQ6	3.99466	6.37561	5.52108	3.86682	6.12767	4.13122	3.78497	5.48505	3.01872	5.36329	3.19322	5.16855
XLOC_005395	CCDC176	1.52211	1.83913	1.29064	2.56004	2.12003	3.06362	4.52709	2.07454	1.09566	2.02377	2.2533	2.24065
XLOC_005396	LIN52	3.36265	9.08979	5.30623	2.66061	10.0756	12.2831	6.88465	5.11759	11.1154	10.6615	8.8689	7.72888
XLOC_005397	VSX2	0	0	0	0	0	0	0	0	0	0	0.0669481	0.0141191
XLOC_005398	VRTN	0	0	0	0	0	0	0.1517	0	0	0	0	0.135132
XLOC_005399	ISCA2	18.3214	14.7383	10.226	11.9654	5.30175	8.02063	12.147	11.0747	5.7395	14.3948	5.50685	9.90381
XLOC_005400	FCF1	9.99904	6.7362	7.36493	5.21558	4.60318	5.15782	6.77645	6.49268	4.96956	4.58907	2.45798	12.1954
XLOC_005401	YLPM1	26.9697	35.9775	26.6269	34.4184	43.6928	52.4651	53.0146	36.2803	40.3484	31.0692	88.1042	38.1556
XLOC_005402	DLST	15.2686	27.6567	33.6096	43.5499	51.0345	45.9543	74.5672	51.1243	39.5658	47.0848	60.9205	47.9904
XLOC_005403	EIF2B2	21.7915	18.088	15.5096	12.1045	14.4359	10.3275	10.9623	17.0215	7.96035	7.53047	4.3043	11.3702
XLOC_005404	ZC2HC1C	0.724498	0.077953	0.366069	0	0.224922	0	0.354244	0.072299	0.164747	0.154057	0.273653	0.314205
XLOC_005405	FOS	35.2362	119.155	465.718	441.284	387.943	631.052	389.008	146.335	266.69	336.917	345.467	205.081
XLOC_005406	JDP2	1.13768	0.128837	2.13957	1.22907	0.907485	1.61506	1.26264	0.132153	2.74499	3.71366	0.471197	0.56364
XLOC_005407	BATF	4.27078	3.28962	5.68635	2.2186	1.74007	1.28416	2.72237	10.9557	3.16271	2.71785	0.99876	3.02043
XLOC_005408	FLVCR2	1.0508	0.195111	2.64449	1.39342	0.915292	0.246832	0	0.0859302	1.48676	1.20112	0.162671	0.194552
XLOC_005409	TTLL5	12.6606	22.1085	18.2055	22.0384	14.4506	28.1613	29.5171	24.1394	9.78617	15.6325	32.8257	21.7311
XLOC_005410	IFT43	5.38555	7.54413	3.37032	8.13153	2.93069	5.53941	1.11629	1.36434	3.36423	7.21018	4.94792	5.41655
XLOC_005411	GPATCH2L	21.8716	25.5534	19.7156	25.7006	39.4534	48.5311	24.4658	17.1456	26.8445	37.4505	34.1804	28.0976
XLOC_005412	ESRRB	0.0976557	0.0377327	0	0.171729	0.0821128	0.16835	0.129867	0	0.137988	0.376972	0	0
XLOC_005413	VASH1	2.18117	0.5863	1.89115	0.862173	0.967436	1.2507	1.02914	1.9882	1.60028	0.463753	1.4156	1.09474
XLOC_005414	C14orf166B	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_005415	KIAA1737	11.4925	13.172	12.2542	10.6957	9.91616	15.3672	5.77448	7.92276	11.9184	11.3778	5.37622	15.6658
XLOC_005416	TMEM63C	0.248636	0.102599	0.228756	0.501702	0.282097	0.0182048	0.258771	0.0190398	0.194989	0.129916	0	0.510314
XLOC_005417	GSTZ1	7.20416	6.70341	4.55938	4.06078	4.79427	3.02178	2.25793	3.52178	2.23945	2.81871	1.24933	5.74986
XLOC_005418	SAMD15	0.0901954	0.308372	0.341911	1.00606	0.504798	0.623352	0.796669	0.324235	0.232753	0.422169	0	0.365917
XLOC_005419	AHSA1	38.8607	36.1602	35.6174	23.1066	14.0073	13.3625	32.1542	41.2793	26.4931	12.3349	11.9342	47.2395
XLOC_005420	SLIRP	72.3028	61.3432	42.9773	27.0185	54.0715	34.4071	27.7591	94.3995	52.8915	41.4242	7.83825	195.807
XLOC_005421	C14orf178	0	0.462162	3.4038	0.223319	1.3804	1.98446	2.93996	0.223475	1.27626	1.98181	3.80279	2.61568
XLOC_005422	ADCK1	2.9688	7.65452	7.164	5.28176	1.47514	3.12224	3.70975	5.63005	2.02532	3.05383	7.13903	5.92481
XLOC_005423	NRXN3	0.537347	0.0227862	0.769924	1.91037	0.417232	0	0.0624578	0.311888	0.0249774	0.346331	0.0626194	0.185972
XLOC_005424	TSHR	54.8812	72.6953	6.40091	20.0419	30.0902	3.00831	21.0492	43.1868	19.095	20.8958	2.79197	14.8583
